Complaint_ID,Complaint_Date,Channel,Region,Product,Category,Issue,Priority,Resolution_Time_Hours,CSAT_Score,Sentiment,Status
CMP-0237,2026-07-14,Web Form,Singapore,Marketplace,Product Quality,Product quality below expectation,Medium,16,5,Positive,Resolved
CMP-0238,2026-07-03,Phone,Singapore,Premium Plan,Delivery,Wrong delivery status,High,44,4,Positive,Resolved
CMP-0239,2026-07-07,Phone,UK,Mobile App,Billing & Payments,Payment failed but money was deducted,Medium,16,5,Positive,Resolved
CMP-0240,2026-07-31,Social Media,India,Web Store,Subscription,Plan upgrade issue,High,33,5,Positive,Resolved
CMP-0241,2026-07-30,Phone,USA,Standard Plan,Login & Account,Account locked after login attempts,Medium,9,4,Positive,Resolved
CMP-0242,2026-07-15,Chat,India,Standard Plan,Technical Issue,Checkout button not working,Medium,7,5,Positive,Resolved
CMP-0243,2026-07-24,Chat,India,Web Store,Subscription,Plan upgrade issue,Medium,11,4,Positive,Pending
CMP-0244,2026-07-16,Chat,India,Web Store,Delivery,Package not delivered,Low,21,4,Positive,Resolved
CMP-0245,2026-07-15,Social Media,UK,Standard Plan,Login & Account,Two-factor authentication issue,High,15,5,Positive,Resolved
CMP-0246,2026-07-17,Email,USA,Mobile App,Billing & Payments,Payment failed but money was deducted,Low,13,5,Positive,Resolved
CMP-0247,2026-07-23,Email,UK,Mobile App,Login & Account,Two-factor authentication issue,Medium,10,4,Positive,Resolved
CMP-0248,2026-07-18,Phone,India,Marketplace,Billing & Payments,Payment failed but money was deducted,High,21,5,Positive,Resolved
CMP-0249,2026-07-26,Email,USA,Standard Plan,Login & Account,Cannot update profile details,Low,6,5,Positive,Resolved
CMP-0250,2026-07-03,Web Form,India,Standard Plan,Delivery,Wrong delivery status,Medium,19,4,Positive,Resolved
CMP-0251,2026-07-03,Phone,USA,Mobile App,Login & Account,Cannot update profile details,High,13,5,Positive,Resolved
CMP-0252,2026-07-21,Phone,India,Standard Plan,Technical Issue,Mobile app crashes,Low,9,5,Positive,Resolved
CMP-0253,2026-07-16,Email,USA,Marketplace,Subscription,Subscription renewed unexpectedly,Low,12,5,Positive,Resolved
CMP-0254,2026-07-31,Email,USA,Mobile App,Delivery,Order delivered late,Medium,22,4,Positive,Resolved
CMP-0255,2026-07-27,Chat,Japan,Marketplace,Product Quality,Product arrived damaged,Low,36,4,Positive,Resolved
CMP-0256,2026-07-17,Web Form,UK,Mobile App,Login & Account,Account locked after login attempts,Medium,10,5,Positive,Resolved
CMP-0257,2026-07-13,Phone,UK,Marketplace,Product Quality,Missing component in package,Low,32,4,Positive,Resolved
CMP-0258,2026-07-06,Chat,Singapore,Standard Plan,Technical Issue,Website page not loading,Medium,14,5,Positive,Resolved
CMP-0259,2026-07-24,Email,India,Web Store,Product Quality,Product arrived damaged,Medium,42,4,Positive,Resolved
CMP-0260,2026-07-03,Chat,India,Web Store,Subscription,Subscription benefit missing,Medium,16,5,Positive,Resolved
CMP-0261,2026-07-20,Email,Japan,Marketplace,Technical Issue,Mobile app crashes,Medium,7,5,Positive,Resolved
CMP-0262,2026-07-06,Chat,India,Standard Plan,Billing & Payments,Refund not received,High,10,5,Positive,Resolved
CMP-0263,2026-07-12,Email,India,Mobile App,Billing & Payments,Payment failed but money was deducted,Medium,10,4,Positive,Resolved
CMP-0264,2026-07-27,Chat,Singapore,Premium Plan,Technical Issue,Website page not loading,Medium,7,5,Positive,Resolved
CMP-0265,2026-07-16,Chat,UK,Web Store,Product Quality,Product quality below expectation,Low,39,4,Positive,Pending
CMP-0266,2026-07-13,Social Media,USA,Premium Plan,Login & Account,Two-factor authentication issue,Low,12,4,Positive,Resolved
CMP-0267,2026-07-01,Chat,Japan,Marketplace,Subscription,Subscription renewed unexpectedly,Low,15,4,Positive,Resolved
CMP-0268,2026-07-22,Web Form,USA,Standard Plan,Product Quality,Product arrived damaged,Low,27,5,Positive,Resolved
CMP-0269,2026-07-16,Web Form,India,Marketplace,Returns & Refunds,Exchange request pending,Medium,29,4,Positive,Pending
CMP-0270,2026-07-21,Phone,USA,Marketplace,Returns & Refunds,Return pickup delayed,High,56,4,Positive,Resolved
CMP-0271,2026-07-21,Email,UK,Marketplace,Returns & Refunds,Return pickup delayed,High,54,3,Neutral,Resolved
CMP-0272,2026-07-17,Email,India,Web Store,Login & Account,Two-factor authentication issue,Low,11,5,Positive,Resolved
CMP-0273,2026-07-23,Chat,USA,Marketplace,Delivery,Wrong delivery status,Medium,3,5,Positive,Resolved
CMP-0274,2026-07-12,Web Form,India,Web Store,Billing & Payments,Payment failed but money was deducted,Medium,16,5,Positive,Resolved
CMP-0275,2026-07-10,Phone,Japan,Mobile App,Technical Issue,Error while placing order,Medium,20,4,Positive,Resolved
CMP-0276,2026-07-06,Web Form,USA,Marketplace,Billing & Payments,Refund not received,High,14,5,Positive,Resolved
CMP-0277,2026-07-13,Phone,India,Standard Plan,Technical Issue,Error while placing order,High,25,5,Positive,Resolved
CMP-0278,2026-07-09,Chat,USA,Web Store,Delivery,Delivery address issue,Low,31,4,Positive,Resolved
CMP-0279,2026-07-09,Chat,India,Mobile App,Product Quality,Product quality below expectation,Medium,29,4,Positive,Pending
CMP-0280,2026-07-20,Chat,India,Standard Plan,Returns & Refunds,Exchange request pending,Low,47,4,Positive,Resolved
CMP-0281,2026-07-10,Phone,India,Web Store,Subscription,Unable to cancel subscription,Medium,17,5,Positive,Resolved
CMP-0282,2026-07-21,Chat,Japan,Standard Plan,Technical Issue,Website page not loading,High,23,4,Positive,Resolved
CMP-0283,2026-07-06,Chat,Japan,Web Store,Subscription,Subscription renewed unexpectedly,High,22,4,Positive,Resolved
CMP-0284,2026-07-27,Social Media,Japan,Web Store,Billing & Payments,Unexpected charge on account,Medium,4,4,Positive,Resolved
CMP-0285,2026-07-26,Chat,India,Mobile App,Technical Issue,Error while placing order,High,6,5,Positive,Resolved
CMP-0286,2026-07-18,Chat,USA,Standard Plan,Delivery,Delivery address issue,Low,28,5,Positive,Resolved
CMP-0287,2026-07-18,Chat,USA,Standard Plan,Returns & Refunds,Return pickup delayed,Medium,46,4,Positive,Resolved
CMP-0288,2026-07-12,Web Form,India,Premium Plan,Login & Account,Cannot update profile details,Low,12,4,Positive,Resolved
CMP-0289,2026-07-28,Web Form,UK,Premium Plan,Product Quality,Product quality below expectation,Low,38,5,Positive,Resolved
CMP-0290,2026-07-12,Web Form,USA,Marketplace,Billing & Payments,Refund not received,Medium,6,5,Positive,Pending
CMP-0291,2026-07-05,Social Media,Japan,Mobile App,Delivery,Wrong delivery status,Medium,31,4,Positive,Resolved
CMP-0292,2026-07-25,Email,USA,Web Store,Returns & Refunds,Refund status unclear,Medium,51,5,Positive,Resolved
CMP-0293,2026-07-13,Chat,India,Mobile App,Delivery,Delivery address issue,Medium,29,5,Positive,Pending
CMP-0294,2026-07-24,Chat,India,Mobile App,Technical Issue,Error while placing order,Medium,15,4,Positive,Resolved
CMP-0295,2026-07-09,Social Media,USA,Standard Plan,Returns & Refunds,Refund status unclear,High,54,3,Neutral,Resolved
CMP-0296,2026-07-29,Chat,Japan,Premium Plan,Returns & Refunds,Refund status unclear,Medium,43,4,Positive,Resolved
CMP-0297,2026-07-15,Email,Singapore,Web Store,Product Quality,Wrong product received,Low,42,4,Positive,Resolved
CMP-0298,2026-07-03,Web Form,India,Premium Plan,Service Experience,Agent was not helpful,High,29,4,Positive,Resolved
CMP-0299,2026-07-14,Email,UK,Web Store,Technical Issue,Website page not loading,Medium,16,4,Positive,Resolved
CMP-0300,2026-07-23,Chat,Japan,Mobile App,Billing & Payments,Refund not received,High,11,5,Positive,Resolved
CMP-0301,2026-07-04,Email,India,Mobile App,Login & Account,Two-factor authentication issue,Low,12,4,Positive,Resolved
CMP-0302,2026-07-17,Phone,UK,Mobile App,Login & Account,Account locked after login attempts,High,13,5,Positive,Resolved
CMP-0303,2026-07-30,Phone,UK,Web Store,Billing & Payments,Unexpected charge on account,Low,16,5,Positive,Resolved
CMP-0304,2026-07-11,Chat,India,Standard Plan,Billing & Payments,Charged twice for the same order,High,10,4,Positive,Resolved
CMP-0305,2026-07-07,Phone,USA,Premium Plan,Returns & Refunds,Return pickup delayed,Medium,15,5,Positive,Resolved
CMP-0306,2026-07-16,Web Form,USA,Web Store,Delivery,Order delivered late,Medium,34,4,Positive,Resolved
CMP-0307,2026-07-13,Social Media,Singapore,Web Store,Billing & Payments,Charged twice for the same order,Low,15,4,Positive,Resolved
CMP-0308,2026-07-07,Email,India,Premium Plan,Service Experience,Support response was slow,High,40,4,Positive,Resolved
CMP-0309,2026-07-14,Phone,Japan,Standard Plan,Product Quality,Missing component in package,Medium,37,5,Positive,Resolved
CMP-0310,2026-07-26,Email,India,Web Store,Returns & Refunds,Return pickup delayed,Medium,49,4,Positive,Resolved
CMP-0311,2026-07-02,Chat,Japan,Web Store,Login & Account,Unable to reset password,Low,7,5,Positive,Resolved
CMP-0312,2026-07-04,Chat,USA,Web Store,Returns & Refunds,Return request not processed,High,69,4,Positive,Resolved
CMP-0313,2026-07-06,Social Media,Japan,Premium Plan,Billing & Payments,Payment failed but money was deducted,High,21,4,Positive,Resolved
CMP-0314,2026-07-09,Phone,India,Standard Plan,Product Quality,Product arrived damaged,Medium,23,5,Positive,Escalated
CMP-0315,2026-07-12,Email,USA,Web Store,Technical Issue,Checkout button not working,Low,18,5,Positive,Resolved
CMP-0316,2026-07-02,Email,USA,Web Store,Billing & Payments,Charged twice for the same order,Medium,5,5,Positive,Escalated
CMP-0317,2026-07-09,Email,India,Premium Plan,Returns & Refunds,Exchange request pending,Medium,39,4,Positive,Resolved
CMP-0318,2026-07-31,Email,Japan,Mobile App,Subscription,Subscription renewed unexpectedly,Low,10,4,Positive,Resolved
CMP-0319,2026-07-12,Chat,Japan,Mobile App,Login & Account,Cannot update profile details,Low,12,5,Positive,Resolved
CMP-0320,2026-07-24,Chat,Singapore,Web Store,Returns & Refunds,Exchange request pending,Low,23,4,Positive,Resolved
CMP-0321,2026-07-31,Email,India,Mobile App,Subscription,Unable to cancel subscription,Low,14,5,Positive,Resolved
CMP-0322,2026-07-14,Email,Japan,Web Store,Login & Account,Cannot update profile details,Low,9,4,Positive,Resolved
CMP-0323,2026-07-14,Web Form,USA,Marketplace,Delivery,Order delivered late,Medium,25,4,Positive,Escalated
CMP-0324,2026-07-19,Phone,India,Marketplace,Returns & Refunds,Refund status unclear,Low,2,5,Positive,Resolved
CMP-0325,2026-07-11,Web Form,India,Premium Plan,Delivery,Wrong delivery status,Medium,25,5,Positive,Escalated
CMP-0326,2026-07-11,Email,India,Standard Plan,Login & Account,Unable to reset password,High,16,5,Positive,Resolved
CMP-0327,2026-07-03,Chat,Japan,Mobile App,Service Experience,Agent was not helpful,Low,19,4,Positive,Resolved
CMP-0328,2026-07-03,Email,USA,Web Store,Login & Account,Unable to reset password,High,19,5,Positive,Pending
CMP-0329,2026-07-31,Email,Singapore,Mobile App,Technical Issue,Checkout button not working,Low,18,5,Positive,Resolved
CMP-0330,2026-07-05,Email,India,Web Store,Technical Issue,Website page not loading,Low,19,5,Positive,Escalated
CMP-0331,2026-07-07,Web Form,India,Mobile App,Returns & Refunds,Return pickup delayed,Low,33,4,Positive,Resolved
CMP-0332,2026-07-06,Email,Singapore,Mobile App,Product Quality,Missing component in package,Low,35,4,Positive,Resolved
CMP-0333,2026-07-09,Email,India,Web Store,Billing & Payments,Payment failed but money was deducted,Medium,10,5,Positive,Resolved
CMP-0334,2026-07-02,Chat,USA,Standard Plan,Delivery,Wrong delivery status,Medium,25,5,Positive,Resolved
CMP-0335,2026-07-13,Phone,USA,Mobile App,Returns & Refunds,Refund status unclear,Medium,3,5,Positive,Resolved
CMP-0336,2026-07-20,Chat,India,Premium Plan,Delivery,Wrong delivery status,High,40,3,Neutral,Resolved
CMP-0337,2026-07-25,Web Form,Japan,Premium Plan,Login & Account,Unable to reset password,Low,8,5,Positive,Resolved
CMP-0338,2026-07-25,Chat,USA,Mobile App,Returns & Refunds,Return pickup delayed,Low,21,4,Positive,Resolved
CMP-0339,2026-07-30,Email,UK,Premium Plan,Delivery,Package not delivered,Low,17,5,Positive,Resolved
CMP-0340,2026-07-18,Chat,India,Standard Plan,Returns & Refunds,Refund status unclear,High,55,5,Positive,Resolved
CMP-0341,2026-07-01,Phone,India,Standard Plan,Billing & Payments,Refund not received,Low,17,4,Positive,Resolved
CMP-0342,2026-07-25,Email,India,Web Store,Billing & Payments,Unexpected charge on account,Medium,11,5,Positive,Resolved
CMP-0343,2026-07-05,Chat,India,Premium Plan,Login & Account,Two-factor authentication issue,Low,5,5,Positive,Resolved
CMP-0344,2026-07-26,Email,Singapore,Marketplace,Service Experience,Issue was transferred multiple times,Low,20,4,Positive,Resolved
CMP-0345,2026-07-13,Email,USA,Marketplace,Technical Issue,Checkout button not working,High,22,5,Positive,Resolved
CMP-0346,2026-07-05,Phone,India,Standard Plan,Product Quality,Product quality below expectation,Medium,31,5,Positive,Resolved
CMP-0347,2026-07-15,Web Form,UK,Premium Plan,Delivery,Order delivered late,Medium,17,5,Positive,Resolved
CMP-0348,2026-07-24,Phone,India,Standard Plan,Delivery,Order delivered late,Low,33,4,Positive,Resolved
CMP-0349,2026-07-21,Email,Japan,Marketplace,Technical Issue,Error while placing order,High,20,4,Positive,Resolved
CMP-0350,2026-07-03,Email,India,Mobile App,Product Quality,Missing component in package,High,47,4,Positive,Resolved
CMP-0351,2026-07-11,Chat,USA,Mobile App,Billing & Payments,Charged twice for the same order,Low,11,5,Positive,Resolved
CMP-0352,2026-07-07,Email,India,Web Store,Returns & Refunds,Exchange request pending,Low,31,4,Positive,Pending
CMP-0353,2026-07-18,Email,India,Marketplace,Returns & Refunds,Return pickup delayed,Medium,19,5,Positive,Resolved
CMP-0354,2026-07-21,Email,India,Web Store,Billing & Payments,Payment failed but money was deducted,Medium,7,5,Positive,Resolved
CMP-0355,2026-07-12,Email,Japan,Web Store,Technical Issue,Checkout button not working,High,4,5,Positive,Resolved
CMP-0356,2026-07-05,Email,India,Mobile App,Technical Issue,Checkout button not working,High,19,4,Positive,Resolved
CMP-0357,2026-07-02,Social Media,UK,Marketplace,Product Quality,Wrong product received,Medium,29,5,Positive,Pending
CMP-0358,2026-07-17,Chat,India,Mobile App,Returns & Refunds,Refund status unclear,Medium,41,5,Positive,Resolved
CMP-0359,2026-07-31,Email,USA,Web Store,Service Experience,Agent was not helpful,Low,22,5,Positive,Resolved
CMP-0360,2026-07-27,Email,USA,Web Store,Technical Issue,Error while placing order,High,15,5,Positive,Resolved
CMP-0361,2026-07-28,Chat,India,Premium Plan,Product Quality,Product arrived damaged,Medium,39,3,Neutral,Resolved
CMP-0362,2026-07-19,Email,India,Marketplace,Product Quality,Wrong product received,Low,19,5,Positive,Resolved
CMP-0363,2026-07-29,Web Form,USA,Premium Plan,Billing & Payments,Charged twice for the same order,Medium,14,5,Positive,Resolved
CMP-0364,2026-07-02,Chat,UK,Standard Plan,Billing & Payments,Unexpected charge on account,Low,14,5,Positive,Resolved
CMP-0365,2026-07-10,Web Form,India,Premium Plan,Technical Issue,Checkout button not working,Low,14,4,Positive,Resolved
CMP-0366,2026-07-09,Chat,USA,Premium Plan,Product Quality,Product quality below expectation,Low,38,4,Positive,Resolved
CMP-0367,2026-07-27,Phone,USA,Premium Plan,Technical Issue,Error while placing order,Medium,20,4,Positive,Resolved
CMP-0368,2026-07-27,Email,USA,Web Store,Technical Issue,Mobile app crashes,High,24,5,Positive,Resolved
CMP-0369,2026-07-17,Phone,India,Standard Plan,Billing & Payments,Unexpected charge on account,Low,15,5,Positive,Resolved
CMP-0370,2026-07-18,Email,USA,Marketplace,Technical Issue,Error while placing order,High,28,5,Positive,Resolved
CMP-0371,2026-07-28,Chat,India,Web Store,Subscription,Unable to cancel subscription,Low,5,4,Positive,Resolved
CMP-0372,2026-07-28,Email,India,Mobile App,Returns & Refunds,Refund status unclear,Medium,32,4,Positive,Resolved
CMP-0373,2026-07-23,Email,UK,Premium Plan,Billing & Payments,Charged twice for the same order,High,16,4,Positive,Resolved
CMP-0374,2026-07-27,Email,Japan,Marketplace,Product Quality,Wrong product received,Low,38,4,Positive,Resolved
CMP-0375,2026-07-10,Chat,UK,Premium Plan,Service Experience,Issue was transferred multiple times,Medium,17,4,Positive,Resolved
CMP-0376,2026-07-07,Web Form,India,Premium Plan,Delivery,Wrong delivery status,Low,18,4,Positive,Resolved
CMP-0377,2026-07-21,Phone,UK,Mobile App,Product Quality,Wrong product received,Medium,23,5,Positive,Resolved
CMP-0378,2026-07-11,Chat,Singapore,Web Store,Technical Issue,Mobile app crashes,High,12,5,Positive,Resolved
CMP-0379,2026-07-06,Chat,USA,Marketplace,Product Quality,Missing component in package,Medium,42,4,Positive,Resolved
CMP-0380,2026-07-08,Web Form,USA,Mobile App,Login & Account,Account locked after login attempts,Low,6,5,Positive,Resolved
CMP-0381,2026-07-28,Chat,UK,Standard Plan,Product Quality,Missing component in package,Medium,28,5,Positive,Resolved
CMP-0382,2026-07-28,Chat,India,Mobile App,Returns & Refunds,Return request not processed,High,79,3,Neutral,Resolved
CMP-0383,2026-07-19,Email,India,Standard Plan,Technical Issue,Website page not loading,High,25,4,Positive,Resolved
CMP-0384,2026-07-11,Chat,UK,Web Store,Login & Account,Unable to reset password,Medium,9,5,Positive,Resolved
CMP-0385,2026-07-05,Chat,India,Mobile App,Login & Account,Account locked after login attempts,Low,7,5,Positive,Resolved
CMP-0386,2026-07-31,Email,Japan,Premium Plan,Service Experience,Customer wants escalation,Medium,27,4,Positive,Resolved
CMP-0387,2026-07-10,Phone,India,Premium Plan,Delivery,Order delivered late,Medium,34,5,Positive,Resolved
CMP-0388,2026-07-20,Chat,India,Marketplace,Billing & Payments,Charged twice for the same order,Low,17,4,Positive,Resolved
CMP-0389,2026-07-01,Chat,India,Standard Plan,Service Experience,Customer wants escalation,Low,16,5,Positive,Resolved
CMP-0390,2026-07-13,Email,USA,Mobile App,Login & Account,Account locked after login attempts,Low,9,5,Positive,Resolved
CMP-0391,2026-07-02,Phone,UK,Mobile App,Returns & Refunds,Return request not processed,Medium,44,3,Neutral,Resolved
CMP-0392,2026-07-10,Phone,India,Mobile App,Returns & Refunds,Exchange request pending,Medium,47,4,Positive,Resolved
CMP-0393,2026-07-24,Chat,USA,Marketplace,Returns & Refunds,Refund status unclear,Medium,50,5,Positive,Resolved
CMP-0394,2026-07-12,Phone,USA,Web Store,Technical Issue,Website page not loading,High,23,5,Positive,Resolved
CMP-0395,2026-07-11,Web Form,UK,Standard Plan,Billing & Payments,Payment failed but money was deducted,High,13,4,Positive,Resolved
CMP-0396,2026-07-03,Email,India,Marketplace,Billing & Payments,Payment failed but money was deducted,High,16,5,Positive,Resolved
CMP-0397,2026-07-28,Email,India,Web Store,Delivery,Wrong delivery status,Medium,30,4,Positive,Resolved
CMP-0398,2026-07-01,Email,USA,Mobile App,Delivery,Order delivered late,Low,17,5,Positive,Resolved
CMP-0399,2026-07-06,Web Form,India,Premium Plan,Subscription,Plan upgrade issue,Medium,15,5,Positive,Resolved
CMP-0400,2026-07-04,Web Form,UK,Web Store,Product Quality,Wrong product received,Low,36,4,Positive,Escalated
CMP-0401,2026-07-20,Web Form,UK,Web Store,Billing & Payments,Payment failed but money was deducted,High,18,4,Positive,Resolved
CMP-0402,2026-07-15,Chat,Japan,Standard Plan,Billing & Payments,Refund not received,High,14,4,Positive,Resolved
CMP-0403,2026-07-17,Social Media,UK,Premium Plan,Login & Account,Account locked after login attempts,Low,8,5,Positive,Resolved
CMP-0404,2026-07-05,Chat,UK,Standard Plan,Returns & Refunds,Refund status unclear,Low,45,4,Positive,Resolved
CMP-0405,2026-07-28,Chat,Japan,Standard Plan,Returns & Refunds,Refund status unclear,High,60,3,Neutral,Resolved
CMP-0406,2026-07-18,Social Media,India,Web Store,Delivery,Wrong delivery status,Medium,26,4,Positive,Resolved
CMP-0407,2026-07-04,Email,Japan,Premium Plan,Technical Issue,Error while placing order,High,27,4,Positive,Resolved
CMP-0408,2026-07-26,Email,Japan,Mobile App,Billing & Payments,Payment failed but money was deducted,High,19,4,Positive,Resolved
CMP-0409,2026-07-12,Phone,Japan,Premium Plan,Subscription,Subscription renewed unexpectedly,Medium,17,5,Positive,Resolved
CMP-0410,2026-07-04,Phone,India,Standard Plan,Returns & Refunds,Exchange request pending,Low,43,5,Positive,Resolved
CMP-0411,2026-07-02,Chat,India,Mobile App,Delivery,Wrong delivery status,Medium,22,5,Positive,Resolved
CMP-0412,2026-07-30,Email,India,Mobile App,Login & Account,Unable to reset password,High,18,4,Positive,Resolved
CMP-0413,2026-07-04,Email,India,Marketplace,Product Quality,Missing component in package,Low,30,5,Positive,Escalated
CMP-0414,2026-07-27,Chat,India,Standard Plan,Service Experience,Support response was slow,High,34,4,Positive,Escalated
CMP-0415,2026-07-22,Phone,India,Standard Plan,Login & Account,Account locked after login attempts,Low,8,5,Positive,Resolved
CMP-0416,2026-07-15,Email,Singapore,Premium Plan,Technical Issue,Website page not loading,Low,9,4,Positive,Resolved
CMP-0417,2026-07-07,Phone,Singapore,Web Store,Delivery,Wrong delivery status,Low,18,4,Positive,Resolved
CMP-0418,2026-07-17,Social Media,UK,Web Store,Subscription,Subscription renewed unexpectedly,Low,15,5,Positive,Resolved
CMP-0419,2026-07-22,Chat,Singapore,Standard Plan,Login & Account,Two-factor authentication issue,High,15,4,Positive,Resolved
CMP-0420,2026-07-13,Web Form,Japan,Mobile App,Delivery,Delivery address issue,High,37,4,Positive,Resolved
CMP-0421,2026-07-27,Social Media,UK,Web Store,Delivery,Package not delivered,Low,27,5,Positive,Resolved
CMP-0422,2026-07-28,Web Form,India,Marketplace,Returns & Refunds,Return pickup delayed,Low,25,5,Positive,Resolved
CMP-0423,2026-07-13,Phone,India,Standard Plan,Technical Issue,Checkout button not working,Medium,19,5,Positive,Resolved
CMP-0424,2026-07-27,Email,USA,Standard Plan,Billing & Payments,Unexpected charge on account,Low,15,5,Positive,Resolved
CMP-0425,2026-07-15,Phone,Singapore,Premium Plan,Returns & Refunds,Refund status unclear,Medium,32,4,Positive,Escalated
CMP-0426,2026-07-19,Email,India,Web Store,Technical Issue,Error while placing order,High,14,4,Positive,Resolved
CMP-0427,2026-07-27,Web Form,UK,Marketplace,Billing & Payments,Refund not received,Low,10,5,Positive,Resolved
CMP-0428,2026-07-03,Chat,Singapore,Marketplace,Product Quality,Missing component in package,High,53,4,Positive,Resolved
CMP-0429,2026-07-11,Chat,USA,Premium Plan,Returns & Refunds,Return request not processed,Medium,29,5,Positive,Resolved
CMP-0430,2026-07-29,Email,India,Web Store,Returns & Refunds,Return request not processed,Low,33,5,Positive,Resolved
CMP-0431,2026-07-13,Chat,USA,Mobile App,Billing & Payments,Unexpected charge on account,Medium,14,4,Positive,Resolved
CMP-0432,2026-07-11,Chat,India,Web Store,Login & Account,Two-factor authentication issue,High,15,5,Positive,Escalated
CMP-0433,2026-07-28,Phone,India,Web Store,Service Experience,Support response was slow,Low,17,4,Positive,Resolved
CMP-0434,2026-07-01,Phone,Singapore,Web Store,Product Quality,Wrong product received,Medium,39,4,Positive,Resolved
CMP-0435,2026-07-30,Chat,UK,Web Store,Billing & Payments,Unexpected charge on account,Low,17,5,Positive,Resolved
CMP-0436,2026-07-03,Chat,UK,Marketplace,Billing & Payments,Charged twice for the same order,High,13,4,Positive,Resolved
CMP-0437,2026-07-03,Chat,UK,Marketplace,Delivery,Order delivered late,Low,14,4,Positive,Resolved
CMP-0438,2026-07-24,Chat,Japan,Web Store,Product Quality,Product arrived damaged,Low,35,5,Positive,Resolved
CMP-0439,2026-07-31,Chat,USA,Premium Plan,Service Experience,Agent was not helpful,Low,18,5,Positive,Resolved
CMP-0440,2026-07-07,Chat,Singapore,Premium Plan,Billing & Payments,Payment failed but money was deducted,Medium,13,5,Positive,Resolved
CMP-0441,2026-07-07,Email,India,Premium Plan,Returns & Refunds,Refund status unclear,High,79,3,Neutral,Resolved
CMP-0442,2026-07-15,Web Form,Singapore,Marketplace,Returns & Refunds,Return request not processed,Medium,34,5,Positive,Resolved
CMP-0443,2026-07-12,Phone,Japan,Premium Plan,Delivery,Package not delivered,Low,34,5,Positive,Resolved
CMP-0444,2026-07-22,Chat,Japan,Marketplace,Returns & Refunds,Refund status unclear,Low,50,4,Positive,Resolved
CMP-0445,2026-07-08,Social Media,India,Premium Plan,Delivery,Wrong delivery status,Low,33,5,Positive,Resolved
CMP-0446,2026-07-15,Phone,India,Standard Plan,Product Quality,Product quality below expectation,High,46,4,Positive,Resolved
CMP-0447,2026-07-28,Email,UK,Premium Plan,Technical Issue,Mobile app crashes,High,24,5,Positive,Resolved
CMP-0448,2026-07-21,Phone,USA,Marketplace,Delivery,Order delivered late,High,41,4,Positive,Resolved
CMP-0449,2026-07-29,Web Form,Japan,Marketplace,Technical Issue,Website page not loading,Medium,16,5,Positive,Resolved
CMP-0450,2026-07-13,Email,Japan,Mobile App,Subscription,Plan upgrade issue,High,22,4,Positive,Resolved
CMP-0451,2026-07-06,Phone,India,Web Store,Delivery,Package not delivered,Low,31,4,Positive,Pending
CMP-0452,2026-07-09,Email,Japan,Mobile App,Subscription,Unable to cancel subscription,Medium,16,5,Positive,Resolved
CMP-0453,2026-07-02,Chat,Singapore,Mobile App,Subscription,Plan upgrade issue,Medium,17,5,Positive,Pending
CMP-0454,2026-07-21,Chat,UK,Standard Plan,Product Quality,Missing component in package,Low,18,5,Positive,Resolved
CMP-0455,2026-07-13,Chat,USA,Marketplace,Billing & Payments,Unexpected charge on account,Medium,17,5,Positive,Resolved
CMP-0456,2026-07-21,Chat,India,Marketplace,Returns & Refunds,Refund status unclear,Medium,37,4,Positive,Resolved
CMP-0457,2026-07-24,Phone,India,Premium Plan,Returns & Refunds,Return request not processed,Low,45,5,Positive,Resolved
CMP-0458,2026-07-19,Email,India,Marketplace,Returns & Refunds,Exchange request pending,Low,40,4,Positive,Resolved
CMP-0459,2026-07-31,Email,Singapore,Marketplace,Returns & Refunds,Return request not processed,Low,50,4,Positive,Resolved
CMP-0460,2026-07-16,Web Form,India,Marketplace,Product Quality,Missing component in package,Medium,30,5,Positive,Resolved
CMP-0461,2026-07-24,Phone,Japan,Web Store,Billing & Payments,Refund not received,High,19,4,Positive,Escalated
CMP-0462,2026-07-28,Email,India,Marketplace,Delivery,Delivery address issue,Medium,29,4,Positive,Resolved
CMP-0463,2026-07-17,Web Form,UK,Marketplace,Billing & Payments,Payment failed but money was deducted,High,19,4,Positive,Resolved
CMP-0464,2026-07-17,Web Form,USA,Standard Plan,Billing & Payments,Charged twice for the same order,Low,11,5,Positive,Resolved
CMP-0465,2026-07-26,Web Form,India,Marketplace,Subscription,Subscription benefit missing,High,24,4,Positive,Resolved
CMP-0466,2026-07-30,Chat,India,Web Store,Login & Account,Unable to reset password,Low,8,5,Positive,Resolved
CMP-0467,2026-07-17,Phone,USA,Marketplace,Delivery,Order delivered late,Medium,13,4,Positive,Resolved
CMP-0468,2026-07-21,Chat,India,Standard Plan,Login & Account,Cannot update profile details,Medium,11,5,Positive,Resolved
CMP-0469,2026-07-14,Social Media,India,Web Store,Returns & Refunds,Return pickup delayed,Low,26,5,Positive,Resolved
CMP-0470,2026-07-25,Email,India,Premium Plan,Returns & Refunds,Exchange request pending,Low,45,4,Positive,Resolved
CMP-0471,2026-07-04,Chat,USA,Web Store,Returns & Refunds,Refund status unclear,Medium,23,5,Positive,Resolved
CMP-0472,2026-07-26,Email,Singapore,Mobile App,Returns & Refunds,Return request not processed,Medium,51,4,Positive,Pending
CMP-0473,2026-07-24,Email,India,Mobile App,Billing & Payments,Unexpected charge on account,High,23,4,Positive,Pending
